fold,seed,best_val_rmse,test_rmse,test_r2,mean_uncertainty,mci,pcar,calib_alpha,calib_beta,slsp_drift_w,slsp_drift_b,physics_auc
0.0,0.0,0.9211681746442564,1.0579632479071746,0.3154404363947106,0.3954117,0.2594366985208848,0.5882353,1.0,0.0,0.0013800933957099,0.000536136329174,0.0
1.0,0.0,0.7721005871203668,1.0256412718731835,0.3566296285736635,0.3954117,0.454290021868313,0.23529412,1.0,0.0,0.0017089125467464,0.0006717815995216,0.0
2.0,0.0,0.5126768406694215,0.7621797872296818,0.644708404581503,0.3954117,0.3846336988841786,0.11764706,1.0,0.0,0.003478733357042,0.0014542937278747,0.0
3.0,0.0,0.3865299703939653,0.6320745206953359,0.7556532045525299,0.3954117,0.3663992378860712,0.0,1.0,0.0,0.0051240255124866,0.0023628994822502,0.0
4.0,0.0,0.667857674002198,0.5684633487491544,0.8023599213977683,0.3954117,0.4326338153332472,0.0625,1.0,0.0,0.0056758662685751,0.0027124211192131,0.0
0.0,1.0,0.3411449596098522,0.6189006707617515,0.7657325304786945,0.3954117,0.3795323915341321,0.0,1.0,0.0,0.0050108772702515,0.0023083612322807,0.0
1.0,1.0,1.156610127683837,1.0433982871192624,0.3341593300835337,0.3954117,0.3835631854393903,0.7058824,1.0,0.0,0.0014238064177334,0.0005673691630363,0.0
2.0,1.0,0.4951568757079285,0.6658554527208371,0.7288372680097257,0.3954117,0.4595968758358675,0.05882353,1.0,0.0,0.0042264657095074,0.0018425360321998,0.0
3.0,1.0,0.9356426763273924,1.0702913674755865,0.2993935602172645,0.3954117,0.1439426839351654,0.5,1.0,0.0,0.0013528706040233,0.0005005598068237,0.0
4.0,1.0,0.6122051110624084,0.669773737785181,0.7256365161201386,0.3954117,0.3933872655034065,0.0625,1.0,0.0,0.0040895915590226,0.0018259361386299,0.0
0.0,2.0,1.006569723700778,1.080560717464763,0.2858845484563876,0.3954117,0.3863221126444199,0.4117647,1.0,0.0,0.0015944046899676,0.0006107091903686,0.0
1.0,2.0,0.4682456904029884,0.6349366200461822,0.7534353389851386,0.3954117,0.4446729842354269,0.05882353,1.0,0.0,0.0048248204402625,0.0020706579089164,0.0
2.0,2.0,0.391175032696925,0.6256321240273988,0.7606088119956351,0.3954117,0.2382605680648018,0.0,1.0,0.0,0.0050515872426331,0.0024095624685287,0.0
3.0,2.0,1.0155966210394314,1.0324829370831268,0.3480176393155666,0.3954117,0.2605855781584978,0.625,1.0,0.0,0.0017102671554312,0.0006477609276771,0.0
4.0,2.0,0.9211579507482311,1.051643697870654,0.3235941937485155,0.3954117,0.3750524539500475,0.1875,1.0,0.0,0.001561586628668,0.0006006360054016,0.0
0.0,3.0,1.023186838601958,1.0582687384158984,0.3150450414833274,0.3954117,0.2193001964512993,0.4117647,1.0,0.0,0.0015465570613741,0.000599943101406,0.0
1.0,3.0,0.6674513323980776,0.6821149000587906,0.7154325957553522,0.3954117,0.3784500939004561,0.0,1.0,0.0,0.0040094526484608,0.0017312616109848,0.0
2.0,3.0,0.4357440217974284,0.6078954135563,0.7739899178324322,0.3954117,0.1770091267193065,0.0,1.0,0.0,0.0054216911084949,0.0026963651180267,0.0
3.0,3.0,0.9206543778536312,1.0680675494106322,0.3023019320877469,0.3954117,0.2604940421879291,0.5,1.0,0.0,0.0016729208873584,0.000648021697998,0.0
4.0,3.0,0.9641430520556864,1.062332344441182,0.309774676959534,0.3954117,0.4484977014362812,0.5,1.0,0.0,0.0014999136328697,0.0005615130066871,0.0
0.0,4.0,0.9586656625917778,1.036729581829022,0.3426433491801001,0.3954117,0.2598359847770018,0.47058824,1.0,0.0,0.0015048563946038,0.0005962401628494,0.0
1.0,4.0,0.9839120463897384,1.0656886644330532,0.3054064081993148,0.3954117,0.2214999549529131,0.29411766,1.0,0.0,0.0016222734702751,0.0006392002105712,0.0
2.0,4.0,0.588849374484746,0.6616070097118966,0.7322864977777015,0.3954117,0.2560124896905001,0.05882353,1.0,0.0,0.0042911302298307,0.0018597617745399,0.0
3.0,4.0,0.5143121992880825,0.6096550543269093,0.7726795866760214,0.3954117,0.4234519489109516,0.0625,1.0,0.0,0.0054021859541535,0.0023004710674285,0.0
4.0,4.0,0.8969763237263078,1.0595494691632557,0.3133861552864718,0.3954117,0.3882056307047605,0.6875,1.0,0.0,0.001373233506456,0.0005104690790176,0.0
