fold,seed,best_val_rmse,test_rmse,test_r2,mean_uncertainty,mci,pcar,calib_alpha,calib_beta,slsp_drift_w,slsp_drift_b,physics_auc
0.0,0.0,1.720727928307094,2.3849515302812065,-2.4787978595059905,1.0251428,0.0305072058211354,0.0,1.4849085807800293,0.4698485732078552,0.0203492566943168,0.0048092752695083,0.0
1.0,0.0,1.1171257538036663,1.5197309678088982,-0.4125489485742277,1.0251428,0.3473118753994212,0.05882353,0.9943867921829224,0.0878160521388053,0.0023424185346812,0.0007520839571952,0.0
2.0,0.0,2.3404763222741547,2.45753140011865,-2.693756230992729,1.0251428,0.0290108351584743,0.0,1.4855972528457642,0.4716018736362457,0.0195584502071142,0.004825472831726,0.0
3.0,0.0,0.9430769570169034,1.3050870063574769,-0.0417152243570295,1.0251428,0.3129293322563171,0.1875,0.9352147579193116,-0.0473778843879699,0.0023309048265218,0.0005752593278884,0.0
4.0,0.0,1.2256364223337215,1.5225510662549158,-0.4177962235300763,1.0251428,0.3725706860423088,0.125,1.1319599151611328,0.211334615945816,0.009874858893454,0.0020908564329147,0.0
0.0,1.0,4.150753368916408,4.211775697543635,-9.849270773948382,1.0251428,0.4058004968306598,0.11764706,0.9841877818107604,0.0164597667753696,6.847109034424648e-05,1.4603137969970705e-05,0.0
1.0,1.0,1.012719315563099,1.4210002939928663,-0.2349757084910451,1.0251428,0.2051136791706085,0.29411766,1.216055393218994,0.2182524502277374,0.0076008667238056,0.0021433234214782,0.0
2.0,1.0,2.2767561994049963,2.2273738475594054,-2.0342845935743807,1.0251428,0.0316867334220339,0.0,1.4825712442398071,0.4681724607944488,0.0202921163290739,0.0047900974750518,0.0
3.0,1.0,2.46868989239752,3.229061331248781,-5.377091780104169,1.0251428,0.0509829523507505,0.0,0.4981827735900879,0.5338013172149658,0.018703419715166,0.004767719656229,0.0
4.0,1.0,2.9274017485864285,3.490085671165639,-6.449759542421062,1.0251428,0.0428100079298019,0.0,0.4660961627960205,0.5365854501724243,0.0170331466943025,0.0047575384378433,0.0
0.0,2.0,3.282065269080309,3.4130413481900543,-6.124480121999448,1.0251428,0.0375875501948244,0.0,0.4678976237773895,0.5369012355804443,0.0212929286062717,0.0047643268480896,0.0
1.0,2.0,2.058789853718122,2.1822006366453146,-1.912456422658648,1.0251428,0.3365202458465801,0.23529412,1.485029935836792,0.4695962965488434,0.0173717122524976,0.0048067290335893,0.0
2.0,2.0,2.9038321278889625,3.3363302516165096,-5.807821286447832,1.0251428,0.0293482423705213,0.0,0.4746257662773132,0.5362764596939087,0.0205316059291362,0.0047691650688648,0.0
3.0,2.0,1.0692270633051075,1.7629925434822298,-0.9009514738793224,1.0251428,0.0349646327085793,0.0,1.4822890758514404,0.474432498216629,0.0218629892915487,0.0048534870147705,0.0
4.0,2.0,2.6319653162379395,2.705320245774356,-3.4761789960307947,1.0251428,0.0261317115509882,0.0,1.483576416969299,0.4719085693359375,0.0203355625271797,0.0048299953341484,0.0
0.0,3.0,1.1623428969687493,1.4714065505367024,-0.3241447104467958,1.0251428,0.0363205726094105,0.0,1.4800169467926023,0.4730349779129028,0.0230033993721008,0.0048397500067949,0.0
1.0,3.0,3.2828456382804467,3.356495186485648,-5.890363555111499,1.0251428,0.3787253393846399,0.11764706,0.5919009447097778,0.4759430885314941,0.0200318619608879,0.00430229306221,0.0
2.0,3.0,1.9169255132341685,2.399655564796014,-2.521826029239981,1.0251428,0.048572151319069,0.0,1.4845077991485596,0.4686425030231476,0.0213754922151565,0.0047962702810764,0.0
3.0,3.0,1.531688940257324,2.4524663013880628,-2.6785458783254943,1.0251428,0.0363741619512438,0.0,1.4886916875839231,0.4707754254341125,0.0222186055034399,0.004820741713047,0.0
4.0,3.0,2.754255737228318,3.1810118120676263,-5.18871728078529,1.0251428,0.2497507687658071,0.0,0.5323906540870667,0.532724916934967,0.0228971187025308,0.0047943890094757,0.0
0.0,4.0,2.3727857319841696,2.711584879288224,-3.4969337207924136,1.0251428,0.0195545083569253,0.0,1.485085368156433,0.4711313843727112,0.0201410055160522,0.0048214197158813,0.0
1.0,4.0,3.310359432802216,3.746758955898068,-7.585816214649332,1.0251428,0.0535568022990928,0.0,0.4636130034923553,0.5385127663612366,0.0198834929615259,0.0047772377729415,0.0
2.0,4.0,2.763751847661128,3.160702428915578,-5.109944988912884,1.0251428,0.0393917317337849,0.0,0.5479255318641663,0.5316964387893677,0.0194204077124595,0.0047968029975891,0.0
3.0,4.0,2.8953075119363527,3.1372463449178563,-5.019595705629728,1.0251428,0.0364971378585323,0.0,0.7646448612213135,0.5152162313461304,0.022067192941904,0.004822626709938,0.0
4.0,4.0,2.7487396524851646,3.2261247430143944,-5.365498084338633,1.0251428,0.0432367734611034,0.0,0.4863990545272827,0.5374078154563904,0.0217670816928148,0.0047899633646011,0.0
